,count_unique,count_null,count_missing_passive,count_missing_confirmed,ppn_null,data_type
ST45SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1085,0,0,0,0.0,object
ST45TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,922,0,0,0,0.0,object
ST45TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,370,0,0,0,0.0,object
ST46CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1273,0,0,0,0.0,object
ST46SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,505,0,0,0,0.0,object
ST46TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1109,0,0,0,0.0,object
ST46TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,516,0,0,0,0.0,object
ST47CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1942,0,0,0,0.0,object
ST47SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,958,0,0,0,0.0,object
ST47TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,934,0,0,0,0.0,object
ST47TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,381,0,0,0,0.0,object
ST48CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1393,0,0,0,0.0,object
ST48SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,958,0,0,0,0.0,object
ST48TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,679,0,0,0,0.0,object
ST48TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,431,0,0,0,0.0,object
ST49CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2783,0,0,0,0.0,object
ST49SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1736,0,0,0,0.0,object
ST49TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,816,0,0,0,0.0,object
ST49TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,391,0,0,0,0.0,object
ST4SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,406,0,0,0,0.0,object
ST50CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1719,0,0,0,0.0,object
ST50SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,770,0,0,0,0.0,object
ST50TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1008,0,0,0,0.0,object
ST50TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,474,0,0,0,0.0,object
ST51CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3133,0,0,0,0.0,object
ST51SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1872,0,0,0,0.0,object
ST51TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1072,0,0,0,0.0,object
ST51TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,309,0,0,0,0.0,object
ST52CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2822,0,0,0,0.0,object
ST52SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1670,0,0,0,0.0,object
ST52TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,971,0,0,0,0.0,object
ST52TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,368,0,0,0,0.0,object
ST53SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2315,0,0,0,0.0,object
ST54CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1743,0,0,0,0.0,object
ST54SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,769,0,0,0,0.0,object
ST54TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1224,0,0,0,0.0,object
ST54TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,730,0,0,0,0.0,object
ST55CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3287,0,0,0,0.0,object
ST55SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2287,0,0,0,0.0,object
ST55TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,820,0,0,0,0.0,object
ST55TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,312,0,0,0,0.0,object
ST56CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3420,0,0,0,0.0,object
ST56SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2386,0,0,0,0.0,object
ST56TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,918,0,0,0,0.0,object
ST56TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,322,0,0,0,0.0,object
ST57CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3218,0,0,0,0.0,object
ST57SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2078,0,0,0,0.0,object
ST57TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,915,0,0,0,0.0,object
ST57TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,391,0,0,0,0.0,object
ST58CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3050,0,0,0,0.0,object
ST58SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1629,0,0,0,0.0,object
ST58TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1059,0,0,0,0.0,object
ST58TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,360,0,0,0,0.0,object
ST59CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2998,0,0,0,0.0,object
ST59SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1823,0,0,0,0.0,object
ST59TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,964,0,0,0,0.0,object
ST59TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,335,0,0,0,0.0,object
ST5SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,405,0,0,0,0.0,object
ST60CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1638,0,0,0,0.0,object
ST60SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,450,0,0,0,0.0,object
ST60TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1657,0,0,0,0.0,object
ST60TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,699,0,0,0,0.0,object
ST61SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2170,0,0,0,0.0,object
ST62CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,942,0,0,0,0.0,object
ST62SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,421,0,0,0,0.0,object
ST62TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1193,0,0,0,0.0,object
ST62TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,415,0,0,0,0.0,object
ST63SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST64CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1786,0,0,0,0.0,object
ST64SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1447,0,0,0,0.0,object
ST64TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,623,0,0,0,0.0,object
ST64TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,565,0,0,0,0.0,object
ST65SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1576,0,0,0,0.0,object
ST66SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,580,1,0,0,7.848677497841614e-05,object
ST67SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST68SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,393,0,0,0,0.0,object
ST69SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,407,0,0,0,0.0,object
ST6SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,745,0,0,0,0.0,object
ST70SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,583,0,0,0,0.0,object
ST71SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1248,0,0,0,0.0,object
ST72CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1595,0,0,0,0.0,object
ST72SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,730,0,0,0,0.0,object
ST72TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1064,0,0,0,0.0,object
ST72TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,415,0,0,0,0.0,object
ST73CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1614,0,0,0,0.0,object
ST73SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,717,0,0,0,0.0,object
ST73TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1313,0,0,0,0.0,object
ST73TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,616,0,0,0,0.0,object
ST74CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2595,0,0,0,0.0,object
ST74SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1447,0,0,0,0.0,object
ST74TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,993,0,0,0,0.0,object
ST74TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,371,0,0,0,0.0,object
ST75SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2043,0,0,0,0.0,object
ST76SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,4024,0,0,0,0.0,object
ST77SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3911,0,0,0,0.0,object
ST78SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2482,0,0,0,0.0,object
ST79SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2495,0,0,0,0.0,object
ST7SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1408,0,0,0,0.0,object
ST80SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1733,0,0,0,0.0,object
ST81CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST81SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST81TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST81TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST82CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1763,0,0,0,0.0,object
ST82SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,984,0,0,0,0.0,object
ST82TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,744,0,0,0,0.0,object
ST82TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,470,0,0,0,0.0,object
ST83CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1686,0,0,0,0.0,object
ST83SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,457,0,0,0,0.0,object
ST83TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1979,0,0,0,0.0,object
ST83TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,728,0,0,0,0.0,object
ST84CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,918,0,0,0,0.0,object
ST84SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,324,0,0,0,0.0,object
ST84TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1259,0,0,0,0.0,object
ST84TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,554,0,0,0,0.0,object
ST85CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3015,0,0,0,0.0,object
ST85SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1566,0,0,0,0.0,object
ST85TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1143,0,0,0,0.0,object
ST85TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,405,0,0,0,0.0,object
ST86SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2510,0,0,0,0.0,object
ST87CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST88SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2086,0,0,0,0.0,object
ST89SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2707,0,0,0,0.0,object
ST8SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,205,650,0,0,0.05101640373597049,object
ST90CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3322,0,0,0,0.0,object
ST90SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2196,0,0,0,0.0,object
ST90TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,981,0,0,0,0.0,object
ST90TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,371,0,0,0,0.0,object
ST91CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3167,0,0,0,0.0,object
ST91SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1660,0,0,0,0.0,object
ST91TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1120,0,0,0,0.0,object
ST91TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,409,0,0,0,0.0,object
ST92SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1,0,0,0,0.0,object
ST93CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1481,0,0,0,0.0,object
ST93SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,707,0,0,0,0.0,object
ST93TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1194,0,0,0,0.0,object
ST93TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,532,0,0,0,0.0,object
ST94CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3108,0,0,0,0.0,object
ST94SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2096,0,0,0,0.0,object
ST94TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,864,0,0,0,0.0,object
ST94TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,368,0,0,0,0.0,object
ST95CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2295,0,0,0,0.0,object
ST95SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1219,0,0,0,0.0,object
ST95TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,876,0,0,0,0.0,object
ST95TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,413,0,0,0,0.0,object
ST96SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,4017,0,0,0,0.0,object
ST97CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2531,0,0,0,0.0,object
ST97SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1576,0,0,0,0.0,object
ST97TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,773,0,0,0,0.0,object
ST97TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,354,0,0,0,0.0,object
ST98CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2168,0,0,0,0.0,object
ST98SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1044,0,0,0,0.0,object
ST98TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,938,0,0,0,0.0,object
ST98TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,523,0,0,0,0.0,object
ST99CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,3112,0,0,0,0.0,object
ST99SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1628,0,0,0,0.0,object
ST99TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,1096,0,0,0,0.0,object
ST99TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,391,0,0,0,0.0,object
ST9SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,2042,0,0,0,0.0,object
update_stamp_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,39,0,0,0,0.0,object
EXAMDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2316,0,0,0,0.0,object
VERSION_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,486,0,0,0,0.0,object
LONISID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,7948,0,0,0,0.0,object
FLDSTRENG_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2,0,0,0,0.0,object
LONIUID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,7953,0,0,0,0.0,object
IMAGEUID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,7953,0,0,0,0.0,object
RUNDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,486,0,0,0,0.0,object
STATUS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,0,0,0,0.0,object
OVERALLQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5,24,0,0,0.0018836825994819873,object
TEMPQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
FRONTQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
PARQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
INSULAQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
OCCQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
BGQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
CWMQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
VENTQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3,24,0,0,0.0018836825994819873,object
ST100SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST101SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1153,0,0,0,0.0,object
ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2342,0,0,0,0.0,object
ST102SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1083,0,0,0,0.0,object
ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1124,0,0,0,0.0,object
ST102TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,418,0,0,0,0.0,object
ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1599,0,0,0,0.0,object
ST103SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,540,0,0,0,0.0,object
ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1641,0,0,0,0.0,object
ST103TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,666,0,0,0,0.0,object
ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2556,0,0,0,0.0,object
ST104SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1175,0,0,0,0.0,object
ST104TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1031,0,0,0,0.0,object
ST104TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,422,0,0,0,0.0,object
ST105CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1688,0,0,0,0.0,object
ST105SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,614,0,0,0,0.0,object
ST105TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1209,0,0,0,0.0,object
ST105TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,516,0,0,0,0.0,object
ST106CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2674,0,0,0,0.0,object
ST106SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1187,0,0,0,0.0,object
ST106TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1008,0,0,0,0.0,object
ST106TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,434,0,0,0,0.0,object
ST107CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1760,0,0,0,0.0,object
ST107SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1215,0,0,0,0.0,object
ST107TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,744,0,0,0,0.0,object
ST107TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,486,0,0,0,0.0,object
ST108CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3898,0,0,0,0.0,object
ST108SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2028,0,0,0,0.0,object
ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,911,0,0,0,0.0,object
ST108TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,425,0,0,0,0.0,object
ST109CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1969,0,0,0,0.0,object
ST109SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,918,0,0,0,0.0,object
ST109TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1088,0,0,0,0.0,object
ST109TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,503,0,0,0,0.0,object
ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,7430,0,0,0,0.0,object
ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4553,0,0,0,0.0,object
ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2290,0,0,0,0.0,object
ST110TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1141,0,0,0,0.0,object
ST110TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,356,0,0,0,0.0,object
ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4122,0,0,0,0.0,object
ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2002,0,0,0,0.0,object
ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1043,0,0,0,0.0,object
ST111TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,382,0,0,0,0.0,object
ST112SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2608,0,0,0,0.0,object
ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1923,0,0,0,0.0,object
ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,713,0,0,0,0.0,object
ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1424,0,0,0,0.0,object
ST113TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,766,0,0,0,0.0,object
ST114CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5003,0,0,0,0.0,object
ST114SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2902,0,0,0,0.0,object
ST114TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,883,0,0,0,0.0,object
ST114TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,378,0,0,0,0.0,object
ST115CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5411,0,0,0,0.0,object
ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3058,0,0,0,0.0,object
ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1004,0,0,0,0.0,object
ST115TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,354,0,0,0,0.0,object
ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4739,0,0,0,0.0,object
ST116SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2457,0,0,0,0.0,object
ST116TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1036,0,0,0,0.0,object
ST116TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,472,0,0,0,0.0,object
ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4226,0,0,0,0.0,object
ST117SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1664,0,0,0,0.0,object
ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1179,0,0,0,0.0,object
ST117TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,388,0,0,0,0.0,object
ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,4165,0,0,0,0.0,object
ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2040,0,0,0,0.0,object
ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1075,0,0,0,0.0,object
ST118TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,385,0,0,0,0.0,object
ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1869,0,0,0,0.0,object
ST119SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,418,0,0,0,0.0,object
ST119TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1940,0,0,0,0.0,object
ST119TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,772,0,0,0,0.0,object
ST11SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,585,0,0,0,0.0,object
ST120SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2811,0,0,0,0.0,object
ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,874,0,0,0,0.0,object
ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,338,0,0,0,0.0,object
ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1394,0,0,0,0.0,object
ST121TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,462,0,0,0,0.0,object
ST122SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST123CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2431,0,0,0,0.0,object
ST123SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1859,0,0,0,0.0,object
ST123TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,737,0,0,0,0.0,object
ST123TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,646,0,0,0,0.0,object
ST124SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1850,0,0,0,0.0,object
ST125SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,575,6,0,0,0.0004709206498704968,object
ST126SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1,0,0,0,0.0,object
ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,2589,0,0,0,0.0,object
ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,5554,0,0,0,0.0,object
ST129CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,3092,0,0,0,0.0,object
ST129SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1186,0,0,0,0.0,object
ST129TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1098,0,0,0,0.0,object
ST129TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,585,0,0,0,0.0,object
ST12SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,1292,0,0,0,0.0,object
