id,column_name,data_type,count_unique,count_null,count_missing_passive,count_missing_confirmed,count_blank,ppn_missing_baseline,ppn_missing_all,source,cat,exclude,baseline
202,ST20SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,541,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
203,ST21SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,452,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
204,ST22CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
205,ST22SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
206,ST22TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
207,ST22TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
208,ST23CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,457,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
209,ST23SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,411,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
210,ST23TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,329,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
211,ST23TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,265,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
212,ST24CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,461,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
213,ST24SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,266,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
214,ST24TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,475,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
215,ST24TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,337,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
216,ST25CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,321,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
217,ST25SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,157,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
218,ST25TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,424,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
219,ST25TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,309,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
220,ST26CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,509,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
221,ST26SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,459,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
222,ST26TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,397,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
223,ST26TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,246,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
224,ST27SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,542,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
225,ST28CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
226,ST29SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,469,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
227,ST2SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,333,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
228,ST30SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,484,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
229,ST31CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,523,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
230,ST31SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,492,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
231,ST31TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,388,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
232,ST31TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,214,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
233,ST32CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,523,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
234,ST32SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,465,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
235,ST32TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,406,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
236,ST32TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,228,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
237,ST33SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
238,ST34CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,437,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
239,ST34SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,344,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
240,ST34TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,415,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
241,ST34TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,266,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
242,ST35CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,519,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
243,ST35SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,489,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
244,ST35TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,347,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
245,ST35TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,225,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
246,ST36CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,488,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
247,ST36SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,419,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
248,ST36TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,380,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
249,ST36TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,236,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
250,ST37SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,539,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
251,ST38CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,496,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
252,ST38SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,460,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
253,ST38TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,314,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
254,ST38TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,224,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
255,ST39CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,460,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
256,ST39SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,383,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
257,ST39TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,392,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
258,ST39TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,266,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
259,ST3SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,225,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
260,ST40CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,518,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
261,ST40SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,460,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
262,ST40TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,405,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
263,ST40TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,208,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
264,ST41SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
265,ST42SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,409,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
266,ST43CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,466,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
267,ST43SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,377,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
268,ST43TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,389,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
269,ST43TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,243,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
270,ST44CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,431,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
271,ST44SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,272,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
272,ST44TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,442,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
273,ST44TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,325,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
274,ST45CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,483,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
275,ST45SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,398,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
276,ST45TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,388,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
277,ST45TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,210,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
278,ST46CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,436,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
279,ST46SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,289,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
280,ST46TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,426,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
281,ST46TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,293,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
282,ST47CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,473,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
283,ST47SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,397,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
284,ST47TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,382,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
285,ST47TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,217,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
286,ST48CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,440,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
287,ST48SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,394,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
288,ST48TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,310,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
289,ST48TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,237,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
290,ST49CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,508,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
291,ST49SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,460,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
292,ST49TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,355,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
293,ST49TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,228,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
294,ST4SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,239,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
295,ST50CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,469,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
296,ST50SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,356,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
297,ST50TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,374,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
298,ST50TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,259,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
299,ST51CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,515,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
300,ST51SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,475,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
301,ST51TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,414,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
302,ST51TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,200,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
303,ST52CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,505,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
304,ST52SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,459,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
305,ST52TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,388,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
306,ST52TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,220,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
307,ST53SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,489,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
308,ST54CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,444,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
309,ST54SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,344,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
310,ST54TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,429,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
311,ST54TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,351,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
312,ST55CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,521,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
313,ST55SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,497,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
314,ST55TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,365,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
315,ST55TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,182,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
316,ST56CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,526,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
317,ST56SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,503,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
318,ST56TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,391,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
319,ST56TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,186,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
320,ST57CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,518,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
321,ST57SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,486,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
322,ST57TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,368,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
323,ST57TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,222,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
324,ST58CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,520,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
325,ST58SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,462,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
326,ST58TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,397,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
327,ST58TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,214,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
328,ST59CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,517,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
329,ST59SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,469,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
330,ST59TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,392,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
331,ST59TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,194,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
332,ST5SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,238,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
333,ST60CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,440,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
334,ST60SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,241,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
335,ST60TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,455,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
336,ST60TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,348,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
337,ST61SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,483,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
338,ST62CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,397,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
339,ST62SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,268,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
340,ST62TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,425,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
341,ST62TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,236,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
342,ST63SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
343,ST64CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,493,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
344,ST64SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,464,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
345,ST64TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,339,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
346,ST64TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,327,277,0,0,0,0.34,0.64,UCSFFSL,MRI (Longitudinal),0,0
347,ST65SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,462,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
348,ST66SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,180,278,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
349,ST67SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,0,819,0,0,0,1,1,UCSFFSL,MRI (Longitudinal),0,0
350,ST68SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,176,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
351,ST69SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,226,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
352,ST6SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,349,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
353,ST70SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,289,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
354,ST71SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,398,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
355,ST72CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,456,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
356,ST72SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,352,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
357,ST72TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,394,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
358,ST72TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,250,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
359,ST73CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,465,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
360,ST73SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,354,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
361,ST73TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,437,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
362,ST73TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,304,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
363,ST74CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,496,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
364,ST74SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,459,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
365,ST74TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,402,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
366,ST74TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,197,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
367,ST75SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,float64,470,277,0,0,0,0.34,0.63,UCSFFSL,MRI (Longitudinal),0,0
