column_name,data_type,count_unique,count_null,count_missing_passive,count_missing_confirmed,count_blank,ppn_missing,source,cat,keep,numeric,categorical
ST93CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1481,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST93SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,707,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST93TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1194,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST93TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,532,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST94CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,3108,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST94SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,2096,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST94TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,864,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST94TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,368,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST95CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,2295,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST95SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1219,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST95TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,876,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST95TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,413,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST96SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,4017,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST97CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,2531,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST97SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1576,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST97TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,773,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST97TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,354,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST98CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,2168,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST98SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1044,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST98TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,938,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST98TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,523,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST99CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,3112,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST99SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1628,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST99TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,1096,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST99TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,391,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
ST9SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,2042,0,0,0,8400,0.65928891,UCSFFSL,MRI (Longitudinal),1,1,0
update_stamp_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,object,39,0,0,0,8400,0.65928891,,,0,0,0
EXAMDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2316,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
VERSION_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,486,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
LONISID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,7948,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
FLDSTRENG_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2,0,0,0,8800,0.69068362,UCSFFSX,MRI (Cross-sectional),0,0,0
LONIUID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,7953,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
IMAGEUID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,7953,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
RUNDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,486,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
STATUS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),0,0,0
OVERALLQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,5,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
TEMPQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
FRONTQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
PARQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
INSULAQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
OCCQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
BGQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
CWMQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
VENTQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3,24,0,0,4790,0.377835335,UCSFFSX,MRI (Cross-sectional),0,0,0
ST100SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST101SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1153,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2342,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST102SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1083,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1124,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST102TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,418,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1599,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST103SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,540,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1641,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST103TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,666,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2556,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST104SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1175,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST104TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1031,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST104TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,422,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST105CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1688,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST105SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,614,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST105TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1209,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST105TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,516,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST106CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2674,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST106SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1187,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST106TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1008,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST106TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,434,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST107CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1760,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST107SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1215,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST107TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,744,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST107TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,486,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST108CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3898,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST108SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2028,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,911,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST108TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,425,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST109CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1969,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST109SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,918,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST109TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1088,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST109TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,503,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,7430,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,4553,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2290,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST110TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1141,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST110TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,356,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,4122,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2002,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1043,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST111TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,382,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST112SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2608,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1923,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,713,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1424,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST113TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,766,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST114CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,5003,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST114SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2902,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST114TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,883,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST114TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,378,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST115CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,5411,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3058,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1004,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST115TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,354,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,4739,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST116SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2457,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST116TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1036,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST116TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,472,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,4226,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST117SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1664,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1179,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST117TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,388,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,4165,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2040,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1075,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST118TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,385,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1869,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST119SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,418,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST119TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1940,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST119TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,772,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST11SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,585,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST120SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2811,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,874,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,338,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1394,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST121TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,462,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST122SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST123CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2431,0,0,0,8799,0.690605133,UCSFFSX,MRI (Cross-sectional),1,1,0
ST123SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1859,0,0,0,8799,0.690605133,UCSFFSX,MRI (Cross-sectional),1,1,0
ST123TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,737,0,0,0,8799,0.690605133,UCSFFSX,MRI (Cross-sectional),1,1,0
ST123TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,646,0,0,0,8799,0.690605133,UCSFFSX,MRI (Cross-sectional),1,1,0
ST124SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1850,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST125SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,575,6,0,0,4795,0.376815007,UCSFFSX,MRI (Cross-sectional),1,1,0
ST126SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2589,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,5554,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST129CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3092,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST129SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1186,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST129TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1098,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST129TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,585,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST12SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1292,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST130CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3348,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST130SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1341,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST130TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1127,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST130TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,555,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST13CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2011,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST13SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,951,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST13TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1196,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST13TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,477,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1792,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST14SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,688,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST14TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1590,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST14TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,819,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3532,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST15SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1619,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST15TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1088,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST15TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,413,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST16SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2275,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST17SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,6469,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST18SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,4872,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST19SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3856,0,0,0,8799,0.690605133,UCSFFSX,MRI (Cross-sectional),1,1,0
ST1SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,5237,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST20SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,3863,0,0,0,8799,0.690605133,UCSFFSX,MRI (Cross-sectional),1,1,0
ST21SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1852,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST22CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST22SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST22TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST22TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1,0,0,0,12741,1,UCSFFSX,MRI (Cross-sectional),1,1,0
ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2084,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,1085,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST23TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,817,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST23TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,488,0,0,0,4789,0.375873165,UCSFFSX,MRI (Cross-sectional),1,1,0
ST24CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2021,1,0,0,4789,0.375951652,UCSFFSX,MRI (Cross-sectional),1,1,0
ST24SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,469,1,0,0,4789,0.375951652,UCSFFSX,MRI (Cross-sectional),1,1,0
ST24TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,2190,1,0,0,4789,0.375951652,UCSFFSX,MRI (Cross-sectional),1,1,0
ST24TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,object,736,1,0,0,4789,0.375951652,UCSFFSX,MRI (Cross-sectional),1,1,0
